
 -----------------------------------------------------------------------------
  values at 130 km altitude above aeroid (130 km)
 -----------------------------------------------------------------------------
 Measurement time (130 km)                    [ERT] :  2013-12-21T08:54:10.722
 Measurement time (130 km)               [ERT-OWLT] :  2013-12-21T08:51:30.013
 Solar longitude (130 km)                     [deg] :      199.05
 Planet to Sun distance (130 km)          [10^6 km] :     107.785
 North planetary latitude (130 km)            [deg] :      -51.12
 East planetary longitude (130 km)            [deg] :       45.29
 Sub-solar north planetary latitude (130 km)  [deg] :       -0.86
 Sub-solar east planetary longitude (130 km)  [deg] :       93.31
 Aeroid radius (130 km)                        [km] :    6051.800
 MOLA radius (130 km)                          [km] :   -9999.999
 Local true solar time (130 km)               [hrs] :       15.20
 Solar zenith angle (130 km)                  [deg] :       64.44
 Electron density (130 km)               [10^6/m^3] :   183276.34

=============================================================================

Altitude	ELECTRON NUMBER DENSITY
541.813	-7367.68
541.451	-7362.4
541.09	-7033.58
540.728	-6639.7
540.37	-6710.04
540.009	-6922.8
539.647	-6794.44
539.286	-6581.67
538.927	-6724.1
538.567	-7040.62
538.205	-7014.24
537.847	-7241.07
537.484	-7550.55
537.123	-7416.91
536.761	-6929.84
536.401	-6734.65
536.041	-6884.12
535.679	-6794.44
535.321	-6989.62
534.96	-7343.06
534.599	-7316.68
534.236	-7005.45
533.877	-6905.22
533.516	-6771.58
533.153	-6266.92
532.793	-5820.29
532.434	-5887.11
532.074	-6217.69
531.712	-6198.34
531.353	-6344.29
530.991	-6551.78
530.63	-6331.98
530.267	-5843.15
529.909	-5655
529.548	-5633.9
529.187	-5449.27
528.827	-5319.15
528.467	-5494.99
528.106	-5688.41
527.744	-5412.34
527.385	-5384.21
527.024	-5549.5
526.663	-5380.69
526.301	-4867.24
525.941	-4540.18
525.58	-4457.53
525.218	-4105.85
524.861	-4130.47
524.5	-4476.87
524.139	-4526.11
523.777	-4325.65
523.418	-4341.48
523.057	-4345
522.695	-3979.25
522.334	-3585.37
521.975	-3569.54
521.615	-3708.46
521.252	-3479.86
520.894	-3502.72
520.533	-3748.9
520.172	-3706.7
519.81	-3488.66
519.452	-3594.16
519.091	-3706.7
518.729	-3444.7
518.369	-3180.94
518.01	-3298.75
517.649	-3520.31
517.286	-3244.24
516.928	-3101.81
516.566	-3121.15
516.205	-2841.57
515.844	-2303.5
515.485	-2108.32
515.125	-2243.71
514.763	-2169.86
514.406	-2461.75
514.045	-3010.37
513.685	-3256.55
513.323	-3270.62
512.965	-3525.58
512.604	-3729.56
512.241	-3479.86
511.88	-3098.29
511.521	-3061.37
511.161	-3288.2
510.799	-3288.2
510.442	-3648.67
510.081	-4221.91
509.72	-4399.51
509.358	-4295.76
509	-4445.22
508.639	-4596.45
508.277	-4334.44
507.916	-3973.97
507.557	-3966.94
507.197	-4195.53
506.835	-4112.89
506.477	-4285.21
506.115	-4608.75
505.754	-4559.52
505.393	-4165.64
505.033	-3996.83
504.673	-4049.58
504.31	-3740.11
503.952	-3680.32
503.591	-3880.78
503.231	-3854.4
502.869	-3711.97
502.512	-3937.05
502.151	-4241.25
501.79	-4160.36
501.429	-3940.56
501.07	-3996.83
500.709	-4163.88
500.347	-3977.49
499.99	-4142.78
499.629	-4607
499.269	-4775.8
498.907	-4731.84
498.549	-4986.81
498.188	-5315.63
497.827	-5278.7
497.466	-5116.93
497.107	-5261.12
496.747	-5551.25
496.385	-5516.09
496.027	-5755.23
495.665	-6136.8
495.305	-6082.29
494.943	-5614.56
494.583	-5352.56
494.223	-5324.42
493.86	-4970.98
493.502	-4884.82
493.141	-5032.53
492.781	-4960.43
492.42	-4858.45
492.063	-5183.75
491.702	-5507.29
491.34	-5298.05
490.979	-4879.55
490.619	-4759.98
490.259	-4793.39
489.896	-4432.91
489.538	-4297.52
489.177	-4329.17
488.816	-4051.34
488.454	-3599.44
488.096	-3446.46
487.735	-3307.54
487.373	-2792.33
487.013	-2238.44
486.653	-2060.84
486.293	-2039.74
485.931	-1644.1
485.574	-1552.66
485.213	-1751.36
484.853	-1712.68
484.492	-1383.86
484.133	-1292.42
483.773	-1382.1
483.41	-1086.69
483.053	-1058.55
482.691	-1229.12
