The full VeRa data can be accessed via the https://fip-koeln.de/marsvera-data-archive/?lang=en after asking for access to the server.
-----------------------------------------------------------------------------
  values at 130 km altitude above aeroid (130 km)
 -----------------------------------------------------------------------------
 Measurement time (130 km)                    [ERT] :  2013-12-22T08:48:37.621
 Measurement time (130 km)               [ERT-OWLT] :  2013-12-22T08:45:59.339
 Solar longitude (130 km)                     [deg] :      200.66
 Planet to Sun distance (130 km)          [10^6 km] :     107.768
 North planetary latitude (130 km)            [deg] :      -51.25
 East planetary longitude (130 km)            [deg] :       47.03
 Sub-solar north planetary latitude (130 km)  [deg] :       -0.93
 Sub-solar east planetary longitude (130 km)  [deg] :       96.40
 Aeroid radius (130 km)                        [km] :    6051.800
 MOLA radius (130 km)                          [km] :   -9999.999
 Local true solar time (130 km)               [hrs] :       15.29
 Solar zenith angle (130 km)                  [deg] :       65.15
 Electron density (130 km)               [10^6/m^3] :   192030.12

===========================================================================

Altitude	ELECTRON NUMBER DENSITY
595.27	348.16
594.905	501.14
594.544	494.11
594.18	546.86
593.816	970.63
593.453	1422.54
593.091	1433.09
592.73	1099
592.366	961.84
592.006	567.96
591.642	82.64
591.279	56.27
590.914	492.35
590.552	752.59
590.19	696.32
589.826	821.17
589.466	575
589.103	70.34
588.74	-130.12
588.376	-116.05
588.016	-390.36
587.653	-706.87
587.288	-629.51
586.925	-411.46
586.563	-436.08
586.2	-543.34
585.836	-349.92
585.476	-589.06
585.113	-1171.09
584.751	-1485.84
584.386	-1556.18
584.026	-1826.97
583.663	-2096.01
583.298	-1974.68
582.935	-1710.92
582.573	-1712.68
582.211	-1870.93
581.846	-1765.43
581.487	-2048.53
581.123	-2574.29
580.76	-2714.96
580.396	-2467.03
580.035	-2445.93
579.672	-2635.83
579.307	-2433.62
578.947	-2514.51
578.584	-2850.36
578.221	-2941.8
577.857	-2952.35
577.497	-3309.3
577.134	-3660.98
576.77	-3639.88
576.408	-3553.72
576.046	-3733.07
575.683	-3968.7
575.318	-3775.27
574.958	-3810.44
574.595	-4153.33
574.233	-4374.89
573.868	-4436.43
573.508	-4679.09
573.144	-4765.25
572.779	-4330.93
572.416	-3905.4
572.056	-4037.28
571.694	-4506.77
571.33	-4737.12
570.971	-5234.74
570.607	-5876.56
570.244	-6128.01
569.88	-5918.76
569.518	-5829.08
569.155	-5899.42
568.79	-5561.8
568.43	-5487.95
568.066	-5633.9
567.703	-5530.15
567.34	-5382.45
566.98	-5604.01
566.617	-5832.6
566.252	-5611.04
565.889	-5254.09
565.528	-5250.57
565.165	-5429.93
564.801	-5287.5
564.441	-5405.31
564.078	-5739.4
563.715	-5837.87
563.352	-5836.11
562.992	-6143.83
562.628	-6382.98
562.264	-6136.8
561.901	-5774.57
561.539	-5799.19
561.177	-5985.58
560.812	-5800.95
560.452	-5869.52
560.089	-6193.07
559.727	-6288.02
559.364	-6098.12
559.002	-6126.25
558.639	-6280.99
558.274	-5992.61
557.914	-5913.48
557.55	-5994.37
557.187	-5746.44
556.823	-5320.9
556.462	-5208.37
556.099	-5106.38
555.735	-4615.79
555.372	-4040.79
555.01	-3824.51
554.648	-3815.72
554.284	-3515.03
553.925	-3613.5
553.562	-4032
553.2	-4243.01
552.836	-4355.55
552.477	-4742.39
552.114	-5062.42
551.749	-4911.2
551.387	-4622.82
551.025	-4624.58
550.662	-4686.12
550.297	-4253.56
549.936	-4028.48
549.573	-4102.34
549.211	-4061.89
548.848	-3849.13
548.487	-3850.89
548.124	-3893.09
547.759	-3402.5
547.398	-3105.33
547.035	-3034.99
546.672	-2739.58
546.308	-2368.56
545.949	-2452.96
545.587	-2688.59
545.223	-2521.54
544.86	-2141.73
544.498	-1985.23
544.135	-1946.54
543.771	-1615.97
543.412	-1642.34
543.049	-1950.06
542.687	-2016.88
542.323	-1953.58
541.964	-2278.88
541.601	-2671
541.237	-2593.63
540.874	-2248.99
540.512	-2104.8
540.15	-2117.11
539.786	-1877.97
539.426	-1997.54
539.063	-2350.97
538.701	-2389.66
538.337	-2125.9
537.976	-2134.69
537.614	-2328.12
537.249	-2020.4
536.888	-1811.15
536.525	-1767.19
536.162	-1494.64
535.798	-1148.23
535.439	-1223.84
535.077	-1457.71
534.713	-1396.17
534.351	-1278.35
533.99	-1480.57
533.628	-1798.84
533.264	-1710.92
532.904	-1819.94
532.54	-2085.46
532.178	-2050.29
531.814	-1877.97
531.454	-2009.85
531.091	-2141.73
530.727	-1892.03
530.365	-1593.11
530.004	-1670.48
529.642	-1921.93
529.278	-1834.01
528.919	-2015.12
528.555	-2400.21
528.193	-2470.55
527.83	-2219.1
527.469	-2257.78
527.107	-2553.19
526.743	-2482.85
526.383	-2560.22
526.018	-2646.39
525.655	-2291.19
525.291	-1763.67
524.932	-1679.27
524.569	-1772.46
524.206	-1601.9
523.844	-1427.82
523.483	-1661.68
523.122	-2108.32
522.758	-2220.85
522.399	-2553.19
522.035	-3008.61
521.673	-3066.64
521.308	-2857.39
520.949	-2933
520.586	-3085.98
520.222	-2947.07
519.861	-2827.5
519.5	-3071.92
519.137	-3384.91
518.773	-3244.24
518.413	-3277.65
518.049	-3453.49
517.687	-3277.65
517.323	-2788.82
516.962	-2621.77
